attempt_id,combo_key,x_wind_mps,y_wind_mps,target_run_index,attempt_index,status,terminal_status,success_class,mission_completed_full,square_completed,loiter_completed,analysis_status,raw_log_path,attempt_dir,run_alias,start_time_utc,end_time_utc,duration_wall_s,notes
wind_x_00_y_00__rep_01__attempt_001,wind_x_00_y_00,0,0,1,1,success_square_only,partial,square_loiter_only,False,True,True,done,/home/ahmed/ardupilot_workspace_next/var/runs/phase5_tiny_rr_20260521_escalated/wind_x_00_y_00/runs/attempt_001/wind_x_00_y_00__rep_01__attempt_001.BIN,/home/ahmed/ardupilot_workspace_next/var/runs/phase5_tiny_rr_20260521_escalated/wind_x_00_y_00/runs/attempt_001,run_01,2026-05-21T09:00:04+00:00,2026-05-21T09:13:37+00:00,812.7,"wind_injection_artifact=/home/ahmed/ardupilot_workspace_next/var/runs/phase5_tiny_rr_20260521_escalated/wind_x_00_y_00/runs/attempt_001/wind_injection.json | completed_square_loiter_early | last_statustext=['Loiter orbits complete', 'Mission: 24 LandStart', 'Mission: 25 LoitAltitude'] | source_bin_name=00000001.BIN | bin_collection_method=isolated_sitl_use_dir"
